"preguntar","to ask","Pregunt\'e9 la hora.","I asked the time.",3\
"tocar","to touch","Toca la guitarra.","He/She plays the guitar.",3\
"reconocer","to recognize","Reconoc\'ed su voz.","I recognized his/her voice.",3\
"estudiar","to study","Estudiar\'e9 medicina.","I will study medicine.",3\
"dirigir","to direct","Dirigi\'f3 la pel\'edcula.","He/She directed the movie.",3\
"correr","to run","Corrieron en la carrera.","They ran in the race.",3\
"utilizar","to use","Utilizamos energ\'eda solar.","We use solar energy.",3\
"pagar","to pay","Pagan bien en ese trabajo.","They pay well in that job.",3\
"ayudar","to help","Ayudamos en la comunidad.","We help in the community.",3\
"gustar","to like","Les gusta bailar.","They like to dance.",3\
"jugar","to play","Juegan al tenis.","They play tennis.",3\
"escuchar","to listen","Escuchan las noticias.","They listen to the news.",3\
"cumplir","to fulfill","Cumpli\'f3 su promesa.","He/She fulfilled his/her promise.",3\
"ofrecer","to offer","Ofrecemos servicios de calidad.","We offer quality services.",3\
"intentar","to try","Intent\'e9 llamarte.","I tried to call you.",3\
"decidir","to decide","Decidieron casarse.","They decided to get married.",3\
"repetir","to repeat","Repite despu\'e9s de m\'ed.","Repeat after me.",3\
"aprender","to learn","Aprendimos mucho en clase.","We learned a lot in class.",3\
"descansar","to rest","Descansamos en el parque.","We rested in the park.",3\
"andar","to walk","Anduve por la ciudad.","I walked around the city.",3\
"caminar","to walk","Caminamos bajo la lluvia.","We walked in the rain.",3\
"mirar","to look/watch","Mir\'e9 el reloj.","I looked at the clock.",3\
"bajar","to go down","Bajamos del avi\'f3n.","We got off the plane.",3\
"crecer","to grow","Mi negocio crece cada a\'f1o.","My business grows every year.",3\
"cerrar","to close","Cerramos el trato ayer.","We closed the deal yesterday.",3\
"dormir","to sleep","Durmieron en el hotel.","They slept in the hotel.",3\
"continuar","to continue","Continu\'e9 estudiando.","I continued studying.",3\
"llorar","to cry","Lloraron de felicidad.","They cried with happiness.",3\
"cantar","to sing","Cant\'e9 en el festival.","I sang at the festival.",3\
"re\'edr","to laugh","Rieron con el chiste.","They laughed at the joke.",3\
"subir","to go up","Sub\'ed al taxi.","I got into the taxi.",3\
"comer","to eat","Comieron en un restaurante.","They ate at a restaurant.",3\
"beber","to drink","Bebi\'f3 una limonada.","He/She drank a lemonade.",3\
"vivir","to live","Vivir\'e1 en el extranjero.","He/She will live abroad.",3\
"enviar","to send","Envi\'e9 el paquete hoy.","I sent the package today.",3\
"esperar","to wait/hope","Esperamos tu respuesta.","We are waiting for your response.",3\
"buscar","to search/look for","Busc\'f3 sus gafas.","He/She looked for his/her glasses.",3\
"olvidar","to forget","Olvidamos el aniversario.","We forgot the anniversary.",3\
"levantarse","to get up","Me levanto temprano todos los d\'edas.","I get up early every day.",11\
"ducharse","to take a shower","Ella se ducha por la ma\'f1ana.","She showers in the morning.",11\
"vestirse","to get dressed","Despu\'e9s de ba\'f1arme, me visto.","After bathing, I get dressed.",11\
"acostarse","to go to bed","Nos acostamos a las diez de la noche.","We go to bed at ten at night.",11\
"ba\'f1arse","to bathe","Los ni\'f1os se ba\'f1an antes de dormir.","The children bathe before sleeping.",11\
"despertarse","to wake up","Me despierto sin alarma.","I wake up without an alarm.",11\
"afeitarse","to shave","\'c9l se afeita cada dos d\'edas.","He shaves every two days.",11\
"maquillarse","to put on makeup","Ella se maquilla para la fiesta.","She puts on makeup for the party.",11\
"peinarse","to comb one's hair","Me peino frente al espejo.","I comb my hair in front of the mirror.",11\
"cepillarse","to brush","Me cepillo los dientes despu\'e9s de comer.","I brush my teeth after eating.",11\
"llamarse","to be called","\'bfC\'f3mo te llamas?","What is your name?",11\
"sentarse","to sit down","Por favor, si\'e9ntate aqu\'ed.","Please sit here.",11\
"quedarse","to stay","Me quedar\'e9 en casa esta noche.","I will stay home tonight.",11\
"irse","to leave/go away","Nos vamos de vacaciones ma\'f1ana.","We are leaving for vacation tomorrow.",11\
"preocuparse","to worry","No te preocupes por eso.","Don't worry about that.",11\
"alegrarse","to be glad","Me alegro de verte.","I am glad to see you.",11\
"divertirse","to have fun","Nos divertimos en el parque.","We have fun in the park.",11\
"enojarse","to get angry","Se enoja cuando pierde.","He/She gets angry when losing.",11\
"casarse","to get married","Se casaron el a\'f1o pasado.","They got married last year.",11\
"olvidarse","to forget","No te olvides de llamar.","Don't forget to call.",11\
"ponerse","to put on","Me pongo el abrigo.","I put on my coat.",11\
"quitarse","to take off","Se quit\'f3 los zapatos.","He/She took off his/her shoes.",11\
"lavarse","to wash","Me lavo las manos antes de comer.","I wash my hands before eating.",11\
"secarse","to dry","Despu\'e9s de nadar, me seco al sol.","After swimming, I dry off in the sun.",11\
"sentirse","to feel","Me siento un poco cansado.","I feel a bit tired.",11\
"dormirse","to fall asleep","Me duermo r\'e1pidamente.","I fall asleep quickly.",11\
"encontrarse","to meet/feel","Nos encontramos en el caf\'e9.","We met at the cafe.",11\
"acordarse","to remember","\'bfTe acuerdas de m\'ed?","Do you remember me?",11\
"mudarse","to move (residence)","Nos mudamos a una nueva casa.","We moved to a new house.",11\
"aburrirse","to get bored","Me aburro en clase.","I get bored in class.",11\
"quejarse","to complain","Siempre se queja del clima.","He/She always complains about the weather.",11\
"re\'edrse","to laugh","Nos re\'edmos con la pel\'edcula.","We laughed at the movie.",11\
"callarse","to be quiet","Por favor, c\'e1llate un momento.","Please be quiet for a moment.",11\
"caerse","to fall down","Me ca\'ed de la bicicleta.","I fell off the bike.",11\
"pararse","to stand up","Se par\'f3 al ver al profesor.","He/She stood up when he/she saw the teacher.",11\
"enamorarse","to fall in love","Se enamoraron en Par\'eds.","They fell in love in Paris.",11\
"despedirse","to say goodbye","Me desped\'ed de mis amigos.","I said goodbye to my friends.",11\
"enfermarse","to get sick","Me enferm\'e9 despu\'e9s de la lluvia.","I got sick after the rain.",11\
"portarse","to behave","Los ni\'f1os se portan bien.","The children behave well.",11\
"cansarse","to get tired","Me canso despu\'e9s de correr.","I get tired after running.",11\
"llover","to rain","Est\'e1 lloviendo mucho hoy.","It is raining a lot today.",13\
"nevar","to snow","Nieva en invierno.","It snows in winter.",13\
"amanecer","to dawn","El d\'eda amaneci\'f3 nublado.","The day dawned cloudy.",13\
"anochecer","to get dark","Anochece temprano en oto\'f1o.","It gets dark early in autumn.",13\
"hacer calor","to be hot","Hace calor en verano.","It is hot in summer.",13\
"hacer fr\'edo","to be cold","Hace fr\'edo en enero.","It is cold in January.",13\
"hacer viento","to be windy","Hace viento en la costa.","It is windy on the coast.",13\
"hacer sol","to be sunny","Ma\'f1ana har\'e1 sol.","It will be sunny tomorrow.",13\
"estar nublado","to be cloudy","El cielo est\'e1 nublado.","The sky is cloudy.",13\
"hay niebla","there is fog","Hay niebla en la monta\'f1a.","There is fog in the mountain.",13\
"granizar","to hail","Graniz\'f3 durante la tormenta.","It hailed during the storm.",13\
"relampaguear","to lightning","Relampaguea en la distancia.","There is lightning in the distance.",13\
"tronar","to thunder","Truena mucho en la tormenta.","It thunders a lot during the storm.",13\
"siempre","always","Siempre te apoyar\'e9.","I will always support you.",13\
"a menudo","often","Voy al cine a menudo.","I go to the movies often.",13\
"mientras","while","Mientras estudiaba, escuchaba m\'fasica.","While studying, I listened to music.",13\
"de ni\'f1o/a","as a child","De ni\'f1o jugaba al f\'fatbol.","As a child, I played soccer.",13\
"todos los d\'edas","every day","Leo el peri\'f3dico todos los d\'edas.","I read the newspaper every day.",13\
"cada semana","every week","Visito a mis abuelos cada semana.","I visit my grandparents every week.",13\
"frecuentemente","frequently","Frecuentemente viajo por trabajo.","I frequently travel for work.",13\
"normalmente","normally","Normalmente me levanto a las siete.","I normally get up at seven.",13\
"antes","before","Antes de comer, me lavo las manos.","Before eating, I wash my hands.",13\
"a veces","sometimes","A veces camino al trabajo.","Sometimes I walk to work.",13\
"cuando era joven","when I was young","Cuando era joven, viv\'eda en el campo.","When I was young, I lived in the countryside.",13\
"de vez en cuando","from time to time","De vez en cuando salgo a bailar.","From time to time, I go out dancing.",13\
"en aquel entonces","back then","En aquel entonces no hab\'eda internet.","Back then, there was no internet.",13\
"en esa \'e9poca","at that time","En esa \'e9poca estudiaba en la universidad.","At that time, I was studying at university.",13\
"ayer","yesterday","Ayer visit\'e9 a mi amigo.","Yesterday I visited my friend.",9\
"anoche","last night","Anoche vi una pel\'edcula.","Last night I watched a movie.",9\
"la semana pasada","last week","La semana pasada estuve en Madrid.","Last week I was in Madrid.",9\
"el mes pasado","last month","El mes pasado compr\'e9 un coche.","Last month I bought a car.",9\
"el a\'f1o pasado","last year","El a\'f1o pasado viaj\'e9 a Jap\'f3n.","Last year I traveled to Japan.",9\
"hace dos d\'edas","two days ago","Hace dos d\'edas empez\'f3 a llover.","It started raining two days ago.",9\
"anteayer","the day before yesterday","Anteayer fuimos al museo.","The day before yesterday we went to the museum.",9\
"el otro d\'eda","the other day","El otro d\'eda te vi en el parque.","The other day I saw you in the park.",9\
"el lunes pasado","last Monday","El lunes pasado tuve una reuni\'f3n.","Last Monday I had a meeting.",9\
"el fin de semana pasado","last weekend","El fin de semana pasado fuimos de excursi\'f3n.","Last weekend we went on a trip.",9\
"la \'faltima vez","the last time","La \'faltima vez que nos vimos fue en abril.","The last time we saw each other was in April.",9\
"entonces","then","Entonces decidimos irnos.","Then we decided to leave.",9\
"despu\'e9s","after","Despu\'e9s de cenar, salimos a caminar.","After dinner, we went for a walk.",9\
"m\'e1s tarde","later","Te llamo m\'e1s tarde.","I will call you later.",9\
"por fin","finally","Por fin termin\'f3 el proyecto.","Finally, the project was completed.",9\
"finalmente","finally","Finalmente llegamos a un acuerdo.","Finally, we reached an agreement.",9\
"luego","then/later","Luego te cuento lo que pas\'f3.","Then I will tell you what happened.",9\
"durante","during","Durante las vacaciones viaj\'e9 mucho.","I traveled a lot during the holidays.",9\
"anteriormente","previously","Anteriormente trabaj\'e9 en esa empresa.","Previously, I worked at that company.",9\
"el otro d\'eda","the other day","El otro d\'eda me encontr\'e9 con Ana.","The other day I met Ana.",9\
"ma\'f1ana","tomorrow","Ma\'f1ana tengo examen.","Tomorrow I have an exam.",15\
"el pr\'f3ximo a\'f1o","next year","El pr\'f3ximo a\'f1o me graduar\'e9.","Next year I will graduate.",15\
"la pr\'f3xima semana","next week","La pr\'f3xima semana empiezo el curso.","Next week I start the course.",15\
"m\'e1s tarde","later","Nos vemos m\'e1s tarde.","See you later.",15\
"pronto","soon","Pronto estar\'e9 en casa.","I will be home soon.",15\
"en el futuro","in the future","En el futuro quiero vivir en el campo.","In the future, I want to live in the countryside.",15\
"esta noche","tonight","Esta noche cenaremos juntos.","Tonight we will have dinner together.",15\
"el mes que viene","next month","El mes que viene es mi cumplea\'f1os.","Next month is my birthday.",15\
"el lunes que viene","next Monday","El lunes que viene tengo una cita.","Next Monday I have an appointment.",15\
"dentro de poco","shortly","Volver\'e9 dentro de poco.","I will be back shortly.",15\
"despu\'e9s de","after","Despu\'e9s de trabajar, voy al gimnasio.","After working, I go to the gym.",15\
"en una semana","in a week","Nos vemos en una semana.","See you in a week.",15\
"en dos d\'edas","in two days","La conferencia es en dos d\'edas.","The conference is in two days.",15\
"el a\'f1o que viene","next year","El a\'f1o que viene viajar\'e9 a Per\'fa.","Next year I will travel to Peru.",15\
"esperar","to hope","Espero que todo salga bien.","I hope everything goes well.",15\
"planear","to plan","Planeo visitar a mis padres.","I plan to visit my parents.",15\
"pensar en","to think about","Pienso en cambiar de trabajo.","I am thinking about changing jobs.",15\
"querer","to want","Quiero aprender franc\'e9s.","I want to learn French.",15\
"so\'f1ar con","to dream about","Sue\'f1o con comprar una casa.","I dream about buying a house.",15\
"tener ganas de","to feel like","Tengo ganas de comer pizza.","I feel like eating pizza.",15\
"ir a","to go to","Voy a estudiar ahora.","I am going to study now.",15\
"poder","to be able to","Podr\'e9 visitarte ma\'f1ana.","I will be able to visit you tomorrow.",15\
"probablemente","probably","Probablemente llegar\'e9 tarde.","I will probably be late.",15\
"quiz\'e1s","maybe","Quiz\'e1s vaya al concierto.","Maybe I will go to the concert.",15\
"tal vez","perhaps","Tal vez nos veamos all\'ed.","Perhaps we will see each other there.",15\
"ojal\'e1","I hope","Ojal\'e1 haga buen tiempo.","I hope the weather is nice.",17\
"es importante que","it is important that","Es importante que estudies.","It is important that you study.",17\
"es necesario que","it is necessary that","Es necesario que descanses.","It is necessary that you rest.",17\
"quiero que","I want that","Quiero que vengas conmigo.","I want you to come with me.",17\
"dudar","to doubt","Dudo que \'e9l sepa la verdad.","I doubt that he knows the truth.",17\
"no creer","to not believe","No creo que llegue a tiempo.","I don't believe he/she will arrive on time.",17\
"no pensar","to not think","No pienso que sea cierto.","I don't think it is true.",17\
"es posible que","it is possible that","Es posible que llueva.","It is possible that it will rain.",17\
"es probable que","it is probable that","Es probable que est\'e9 enfermo.","It is probable that he/she is sick.",17\
"temer","to fear","Temo que no podamos ir.","I fear that we may not be able to go.",17\
"alegrarse de que","to be happy that","Me alegro de que est\'e9s aqu\'ed.","I am happy that you are here.",17\
"sentir que","to feel that","Siento que algo anda mal.","I feel that something is wrong.",17\
"esperar que","to hope that","Espero que te guste.","I hope that you like it.",17\
"pedir que","to ask that","Pido que me escuches.","I ask that you listen to me.",17\
"recomendar que","to recommend that","Te recomiendo que estudies m\'e1s.","I recommend that you study more.",17\
"sugerir que","to suggest that","Sugiero que tomemos un descanso.","I suggest that we take a break.",17\
"antes de que","before","Te llamar\'e9 antes de que salgas.","I will call you before you leave.",17\
"para que","so that","Trabajo para que tengamos una vida mejor.","I work so that we have a better life.",17\
"a menos que","unless","No ir\'e9 a menos que me invites.","I will not go unless you invite me.",17\
"sin que","without","No puedo hacerlo sin que me ayudes.","I can't do it without you helping me.",17\
"aunque","even though","Aunque llueva, ir\'e9 al parque.","Even though it rains, I will go to the park.",17\
"por favor","please","Por favor, cierra la ventana.","Please close the window.",19\
"haz","do (imperative t\'fa)","Haz tus deberes ahora.","Do your homework now.",19\
"diga","say (imperative usted)","D\'edgame la verdad.","Tell me the truth.",19\
"venga","come (imperative usted)","Venga conmigo, por favor.","Come with me, please.",19\
"ayude","help (imperative usted)","Ay\'fademe con esto.","Help me with this.",19\
"pasa","pass (imperative t\'fa)","Pasa la sal, por favor.","Pass the salt, please.",19\
"si\'e9ntate","sit down (imperative t\'fa)","Si\'e9ntate aqu\'ed.","Sit here.",19\
"espera","wait (imperative t\'fa)","Espera un momento.","Wait a moment.",19\
"mira","look (imperative t\'fa)","Mira este dibujo.","Look at this drawing.",19\
"escuche","listen (imperative usted)","Escuche atentamente.","Listen carefully.",19\
"ve","go (imperative t\'fa)","Ve a tu habitaci\'f3n.","Go to your room.",19\
"ten","have (imperative t\'fa)","Ten cuidado en la calle.","Be careful on the street.",19\
"pon","set/place (imperative t\'fa)","Pon la mesa, por favor.","Set the table, please.",19\
"sal","leave (imperative t\'fa)","Sal de aqu\'ed inmediatamente.","Leave here immediately.",19\
"ven","come (imperative t\'fa)","Ven aqu\'ed ahora mismo.","Come here right now.",19\
"dime","tell me (imperative t\'fa)","Dime qu\'e9 piensas.","Tell me what you think.",19\
"h\'e1blame","talk to me (imperative t\'fa)","H\'e1blame de tu d\'eda.","Talk to me about your day.",19\
"ll\'e1mame","call me (imperative t\'fa)","Ll\'e1mame m\'e1s tarde.","Call me later.",19\
"escr\'edbeme","write to me (imperative t\'fa)","Escr\'edbeme cuando puedas.","Write to me when you can.",19\
"ay\'fadame","help me (imperative t\'fa)","Ay\'fadame a mover esto.","Help me move this.",19\
"si\'e9ntense","sit down (imperative ustedes)","Si\'e9ntense, por favor.","Sit down, please.",19\
"esperen","wait (imperative ustedes)","Esperen aqu\'ed un momento.","Wait here a moment.",19\
"miren","look (imperative ustedes)","Miren esta foto.","Look at this photo.",19\
"escuchen","listen (imperative ustedes)","Escuchen con atenci\'f3n.","Listen carefully.",19\
"vayan","go (imperative ustedes)","Vayan por este camino.","Go this way.",19\
"tengan","have (imperative ustedes)","Tengan paciencia.","Have patience.",19\
"pongan","put (imperative ustedes)","Pongan los libros aqu\'ed.","Put the books here.",19\
"salgan","leave (imperative ustedes)","Salgan del edificio.","Leave the building.",19\
"vengan","come (imperative ustedes)","Vengan conmigo.","Come with me.",19\
"ay\'fadenme","help me (imperative ustedes)","Ay\'fadenme a cargar esto.","Help me carry this.",19\
"podr\'eda","could","\'bfPodr\'eda ayudarme?","Could you help me?",21\
"deber\'eda","should","Deber\'edas descansar m\'e1s.","You should rest more.",21\
"gustar\'eda","would like","Me gustar\'eda viajar a Italia.","I would like to travel to Italy.",21\
"si","if","Si tuviera tiempo, ir\'eda contigo.","If I had time, I would go with you.",21\
"me encantar\'eda","I would love","Me encantar\'eda ver esa pel\'edcula.","I would love to see that movie.",21\
"ser\'eda","would be","Ser\'eda genial tener una fiesta.","It would be great to have a party.",21\
"habr\'eda","there would be","Habr\'eda m\'e1s espacio sin estos muebles.","There would be more space without this furniture.",21\
"tendr\'eda","would have","Tendr\'edamos m\'e1s dinero si ahorr\'e1ramos.","We would have more money if we saved.",21\
"podr\'edamos","we could","Podr\'edamos salir esta noche.","We could go out tonight.",21\
"deber\'edamos","we should","Deber\'edamos estudiar juntos.","We should study together.",21\
"me gustar\'eda","I would like","Me gustar\'eda aprender a cocinar.","I would like to learn how to cook.",21\
"har\'eda","would do/make","Har\'eda lo que fuera por ti.","I would do anything for you.",21\
"dir\'eda","would say","Dir\'eda que es una buena idea.","I would say it\'92s a good idea.",21\
"querr\'eda","would want","Querr\'eda saber m\'e1s sobre eso.","I would want to know more about that.",21\
"vendr\'eda","would come","Vendr\'eda a la fiesta si me invitan.","I would come to the party if invited.",21\
"saldr\'eda","would go out/leave","Saldr\'eda m\'e1s temprano si pudiera.","I would leave earlier if I could.",21\
"ir\'eda","would go","Ir\'eda al concierto, pero estoy ocupado.","I would go to the concert, but I am busy.",21\
"probablemente","probably","Probablemente llover\'eda en esa \'e9poca.","It would probably rain at that time.",21\
"tal vez","maybe","Tal vez podr\'edamos intentarlo.","Maybe we could try it.",21\
"si pudiera","if I could","Si pudiera, viajar\'eda por el mundo.","If I could, I would travel the world.",21\
"aunque","although","Aunque sea dif\'edcil, lo intentar\'e9.","Although it\'92s hard, I will try.",23\
"sin que","without","No puedo ir sin que me avises.","I can't go without you telling me.",23\
"para que","so that","Estudio para que mis padres est\'e9n orgullosos.","I study so my parents are proud.",23\
"antes de que","before","Llegu\'e9 antes de que empezara la pel\'edcula.","I arrived before the movie started.",23\
"a fin de que","in order that","Trabajo duro a fin de que tengamos \'e9xito.","I work hard so that we succeed.",23\
"a menos que","unless","No ir\'e9 a menos que me lo pidas.","I will not go unless you ask me.",23\
"con tal de que","provided that","Puedes venir con tal de que te comportes.","You can come provided that you behave.",23\
"en caso de que","in case","Lleva un paraguas en caso de que llueva.","Take an umbrella in case it rains.",23\
"siempre que","as long as","Puedes salir siempre que termines tus tareas.","You can go out as long as you finish your tasks.",23\
"a no ser que","unless","No te ver\'e9 a no ser que vengas a mi casa.","I won't see you unless you come to my house.",23\
"de modo que","so that","Organic\'e9 todo de modo que salga perfecto.","I organized everything so that it turns out perfect.",23\
"puesto que","since","No ir\'e9 puesto que estoy enfermo.","I won't go since I am sick.",23\
"como si","as if","Habla como si supiera todo.","He/She speaks as if he/she knew everything.",23\
"sin embargo","however","Sin embargo, no estoy de acuerdo.","However, I do not agree.",29\
"no obstante","nevertheless","No obstante, debemos seguir adelante.","Nevertheless, we must continue.",29\
"adem\'e1s","moreover","Adem\'e1s, es una excelente profesional.","Moreover, she is an excellent professional.",29\
"por lo tanto","therefore","Por lo tanto, decidimos cancelar el evento.","Therefore, we decided to cancel the event.",29\
"en cambio","in contrast","En cambio, \'e9l prefiri\'f3 quedarse.","In contrast, he preferred to stay.",29\
"asimismo","likewise","Asimismo, agradecemos su apoyo.","Likewise, we appreciate your support.",29\
"en consecuencia","as a result","En consecuencia, tomaremos medidas.","As a result, we will take action.",29\
"por consiguiente","therefore","Por consiguiente, debemos actuar.","Therefore, we must act.",29\
"mientras tanto","meanwhile","Mientras tanto, ella esperar\'e1 aqu\'ed.","Meanwhile, she will wait here.",29\
"de hecho","in fact","De hecho, es su cumplea\'f1os hoy.","In fact, today is his/her birthday.",29\
"a pesar de","despite","A pesar de la lluvia, salimos a caminar.","Despite the rain, we went for a walk.",29\
"por otro lado","on the other hand","Por otro lado, puede ser \'fatil.","On the other hand, it may be useful.",29\
"en resumen","in summary","En resumen, el proyecto fue un \'e9xito.","In summary, the project was a success.",29\
"en pocas palabras","in few words","En pocas palabras, no me interesa.","In a few words, I am not interested.",29\
"en general","in general","En general, la reuni\'f3n fue productiva.","In general, the meeting was productive.",29\
"al fin y al cabo","after all","Al fin y al cabo, es tu decisi\'f3n.","After all, it\'92s your decision.",29\
"en particular","in particular","Me gusta el arte, en particular la pintura.","I like art, in particular painting.",29\
"por ejemplo","for example","Me gustan los deportes, por ejemplo, el tenis.","I like sports, for example, tennis.",29\
"sobre todo","above all","Sobre todo, valoro la honestidad.","Above all, I value honesty.",29\
"sin duda","without a doubt","Es sin duda el mejor candidato.","He/She is without a doubt the best candidate.",29\
"por otra parte","on the other hand","Por otra parte, podr\'edamos intentar otra soluci\'f3n.","On the other hand, we could try another solution.",29\
"de todas formas","anyway","De todas formas, gracias por tu ayuda.","Anyway, thank you for your help.",29\
"a pesar de que","despite the fact that","A pesar de que estaba cansado, continu\'f3 trabajando.","Despite the fact that he was tired, he continued working.",29\
"en lugar de","instead of","En lugar de ir al cine, fuimos al parque.","Instead of going to the movies, we went to the park.",29\
"as\'ed que","so","As\'ed que decidimos quedarnos en casa.","So we decided to stay home.",29\
"por eso","that's why","Est\'e1 lloviendo, por eso no salgo.","It's raining, that's why I'm not going out.",29\
"por lo menos","at least","Necesito por lo menos ocho horas de sue\'f1o.","I need at least eight hours of sleep.",29\
"por supuesto","of course","Por supuesto, puedes usar mi tel\'e9fono.","Of course, you can use my phone.",29\
"por si acaso","in case","Lleva un paraguas por si acaso.","Take an umbrella just in case.",29\
"al mismo tiempo","at the same time","No puedo hacer dos cosas al mismo tiempo.","I can't do two things at the same time.",29\
"a partir de","starting from","A partir de ma\'f1ana, comenzar\'e9 a estudiar m\'e1s.","Starting from tomorrow, I'll study more.",29\
"por otro lado","on the other hand","Por otro lado, la propuesta tiene ventajas.","On the other hand, the proposal has advantages.",29\
"en realidad","in reality","En realidad, no me gusta el caf\'e9.","In reality, I don't like coffee.",29\
"en efecto","in effect","En efecto, tienes raz\'f3n.","In effect, you're right.",29\
"por cierto","by the way","Por cierto, \'bfhas visto mi libro?","By the way, have you seen my book?",29\
"de vez en cuando","from time to time","De vez en cuando me gusta cocinar.","From time to time, I like to cook.",29\
"de repente","suddenly","De repente, empez\'f3 a llover.","Suddenly, it started to rain.",29\
"sin embargo","however","Sin embargo, no estoy de acuerdo.","However, I don't agree.",29\
"en cambio","instead","No me gusta el t\'e9; en cambio, prefiero el caf\'e9.","I don't like tea; instead, I prefer coffee.",29\
"es decir","that is to say","Es decir, necesitamos m\'e1s tiempo.","That is to say, we need more time.",29\
"en fin","in short","En fin, fue un d\'eda interesante.","In short, it was an interesting day.",29\
"por \'faltimo","finally","Por \'faltimo, agradezco su atenci\'f3n.","Finally, I thank you for your attention.",29\
"al final","in the end","Al final, todo sali\'f3 bien.","In the end, everything turned out well.",29\
"en resumen","in summary","En resumen, debemos trabajar juntos.","In summary, we should work together.",29\
"en conclusi\'f3n","in conclusion","En conclusi\'f3n, el proyecto fue un \'e9xito.","In conclusion, the project was a success.",29\
"m\'e1s bien","rather","No est\'e1 triste, m\'e1s bien est\'e1 pensativo.","He's not sad; rather, he's thoughtful.",29\
"a pesar de todo","in spite of everything","A pesar de todo, seguimos adelante.","In spite of everything, we keep going.",29\
"sin duda alguna","without any doubt","Sin duda alguna, es la mejor opci\'f3n.","Without any doubt, it's the best choice.",29\
"de hecho","in fact","De hecho, ya lo sab\'eda.","In fact, I already knew it.",29\
"en otras palabras","in other words","En otras palabras, necesitamos m\'e1s recursos.","In other words, we need more resources.",29\
"es m\'e1s","moreover","Es m\'e1s, no tenemos tiempo que perder.","Moreover, we have no time to lose.",29\
"por m\'e1s que","no matter how much","Por m\'e1s que lo intento, no puedo resolverlo.","No matter how much I try, I can't solve it.",29\
"as\'ed pues","so","As\'ed pues, continuaremos ma\'f1ana.","So, we will continue tomorrow.",29\
"por lo general","in general","Por lo general, me levanto temprano.","In general, I get up early.",29\
"en particular","in particular","Me gusta el arte, en particular la pintura.","I like art, particularly painting.",29\
"al contrario","on the contrary","No estoy enojado; al contrario, estoy feliz.","I'm not angry; on the contrary, I'm happy.",29\
"de todos modos","anyway","De todos modos, gracias por tu ayuda.","Anyway, thanks for your help.",29\
"total que","so all in all","Total que decidimos irnos.","So all in all, we decided to leave.",29\
"a fin de cuentas","after all","A fin de cuentas, somos amigos.","After all, we're friends.",29\
"por si","in case","Lleva dinero por si lo necesitas.","Take money in case you need it.",29\
"puesto que","since","No vine, puesto que estaba enfermo.","I didn't come since I was sick.",29\
"por m\'e1s que","no matter how much","Por m\'e1s que estudio, no entiendo.","No matter how much I study, I don't understand.",29\
"ahora bien","however","Ahora bien, eso no es todo.","However, that's not all.",29\
"debido a","due to","Debido a la lluvia, se cancel\'f3 el evento.","Due to the rain, the event was canceled.",29\
"adem\'e1s de","besides","Adem\'e1s de estudiar, trabajo medio tiempo.","Besides studying, I work part-time.",29\
"salvo que","unless","No ir\'e9 salvo que me lo pidas.","I won't go unless you ask me.",29\
"siempre y cuando","as long as","Puedes venir siempre y cuando termines tus tareas.","You can come as long as you finish your tasks.",29\
"cada vez que","each time that","Te llamo cada vez que puedo.","I call you whenever I can.",29\
"a medida que","as","A medida que pasa el tiempo, aprendo m\'e1s.","As time goes by, I learn more.",29\
"dado que","given that","Dado que no vienes, me ir\'e9 solo.","Given that you're not coming, I'll go alone.",29\
"toda vez que","since","Toda vez que no hay m\'e1s preguntas, terminamos.","Since there are no more questions, we're done.",29\
"aunque","even if","Ir\'e9 aunque est\'e9 lloviendo.","I'll go even if it's raining.",29\
"por muy que","as much as","Por muy dif\'edcil que sea, lo lograr\'e9.","As difficult as it may be, I'll achieve it.",29\
"en tanto que","while","En tanto que t\'fa cocinas, yo limpio.","While you cook, I clean.",29\
"luego que","as soon as","Te llamar\'e9 luego que llegue.","I'll call you as soon as I arrive.",29\
"si bien","although","Si bien no es f\'e1cil, es posible.","Although it's not easy, it's possible.",29\
"conforme","as","Conforme avanzamos, entendemos m\'e1s.","As we progress, we understand more.",29\
"tan pronto como","as soon as","Te avisar\'e9 tan pronto como pueda.","I'll let you know as soon as I can.",29\
"por consiguiente","therefore","No estudi\'f3; por consiguiente, reprob\'f3.","He/She didn't study; therefore, he/she failed.",29\
"aun cuando","even when","Aun cuando lo sepas, no puedes dec\'edrselo.","Even when you know it, you can't tell him/her.",29\
"dondequiera que","wherever","Te encontrar\'e9 dondequiera que est\'e9s.","I'll find you wherever you are.",29\
"quienquiera que","whoever","Quienquiera que sea, puede entrar.","Whoever it is, they can come in.",29\
"comoquiera que","however","Lo har\'e9 comoquiera que digas.","I'll do it however you say.",29\
"por m\'e1s que","no matter how much","Por m\'e1s que intento, no puedo correr m\'e1s r\'e1pido.","No matter how much I try, I can't run faster.",29\
"por mucho que","no matter how much","Por mucho que estudie, siempre hay m\'e1s que aprender.","No matter how much I study, there's always more to learn.",29\
"por si acaso","in case","Lleva agua por si acaso.","Take water just in case.",29\
"tal como","just as","Tal como te dije, todo sali\'f3 bien.","Just as I told you, everything went well.",29\
"as\'ed como","just as","Me gusta el caf\'e9 as\'ed como el t\'e9.","I like coffee just as I like tea.",29\
"sin que","without","No puedo hacerlo sin que me ayudes.","I can't do it without you helping me.",29\
